turn,text
458,"grootmoedig prins , houden stand , en toon een dapper aard ."
459,"wie 't lief leeven mind , ik moeten de dood beminnen ."
460,een die zich zelf vermoorden betoond zich zonder zin .
461,ik walgen van het leeven : want ik zwemmen in tegenspoed .
462,wie zich om rampspoed dood ontbreken een heldemoed .
463,een hart dat sterven kunnen behoefd geen ramp te wachten .
464,een die zyn ramp verzet hebben ongemeene kracht .
465,hier zyn myn kind'ren van Medeaas hand doden .
466,"wat gruuwel zien ik hier ? op , Jazon , op ! doorstoot Medea , zo zullen gy u op het vaardig wreeken . men mogen zyn vyand , maar zich zelve niet doorsteeken . een die zyn vyand dood worden leevendig verbreiden . tien tooneel ."
467,"zie hier , ô prins ! zien hier , waar uw Kreüza leiden : haar lykbed hoeven niet voor haar bruiloftsbed te zwichten ."
468,"Gy hebben haar bed versieren met tallelooze licht : maar 't licht van haaar glans zijn van de dood beroven . Zy plukken in haaar lent te wrang een herrefst ooft . ik vinden hier lyksipres in plaats van bruilofts roozen . men dissen hier bitt're gal voor nektar en ambrooze . uw trouw-en sterven uur zyn te dicht by een stellen . O ongenadig lot ! ô doodelyk geweld ! medé hebben u te wreed , door haar geweld , doen sneeven ! haar gift zijn vol vergift , haar geeven zijn vergeeven . het vuur dat u ontsteken ontsteken my hart tot wraak ,"
469,"bedroeven Bruidegom , wy zullen uwezaak ...."
470,"ween ! Zoonen , Zoonen , wenen ! storten duizend oceaaan , nu dat uw vader wenen , van zieden heete traanen , en laten ons bruisschen , door de zwallepen vloên , naar het Elizeesche Veld ; ik vrezen geen tegenspoên : Wy zullen ons in 't schip van Goedehoop begeeven : de zeil , zyn , door min , van zuchten t'zaam geweeven : De zorg zullen het dieploot zyn , en wakkerheid 't kompas , de liefde staan by 't roer , om 't Schip naar 't hels moeras te stier , door de zeen , die uit ons ooog leeken : de balglast die het voerd , zyn klagt , kermen , smeek , en zuchten , om op zee niet om te kunnen slaan : Kreüza zijn de Star daar 't Schip op aan moeten gaan : ik willen , met haar , van dagen , by Pluto bruiloft houwen . waar heen ? wy zyn te veer , stryk 't zeil of het zullen u rouwen ; maar blussen kreüzaas vuur , zo redden gy haar uit nood ."
471,"bedaar , ô prins ! bedaar ! want uw Kreüze zijn dood . wie hoog willen klimmen zullen veel ongeval genaaken . de ramp dringen veel in koninglyke daaak . Fortuin vernoegen zich niet in huis laag van stant ."
472,"maken plaats ! ik zeggen , maken plaats ! of gy zullen van myn hand .... wat horen ik voor geluid ? ach ! ach ! het zyn myn zoonen . hoe ! roepen gy my tot hulp ? ik zullen uw hulp betoonen ; Myn kracht zyn gereed . wie roepen my daar van var ? zyt gy het , myn fier bruid ? ik komen , myn Morgenstar ; ik komen , myn Middagzon , ik zullen u daad'lyk trouwen ."
473,"op , hoveling , op ! en helpen de koning houwen : Hy trekken zyn hairen uit van enkel ongenucht ."
474,"laten los , noch eens , laten los ! eer dat Medea vluchten . Elfde tooneel ."
475,wie komen hier naderen ?
476,wie dwingd my hier te spreeken ?
477,de Groote Jupiter .
478,zo hebben ik stof tot wreek : want myn Kreüza zijn te schandelyk verraân .
479,"Myn Koning , zyt gerust , zo gy na wraak willen staan , hier zien gy Jazon zelfs , en heel tot wraak geneegen ."
480,Zyt gy tot wraak gezind ? ik zijn om hulp verleegen .
481,"Voort , wys de Toveres , zo hebben myn gramschap werk ."
482,Zy zijn met haar Karros gereeden door het zwerk .
483,"laten ons de heuvel , steenklip , berg , duin en tooren , zwaar van stof , met hemelhooge kruin , Voort op elkanderen gaan staap'len naar de lucht , en steig'ren door het gestarnen , zo stuiten men ze in haar vlugt ."
484,"ik zullen het slagzwaard van de wederwraak aanbinden , en vaardig vliegen , met de vleugel van de wind , tot binnen in de Maan , om in de Waereldkloot ; die zich , tot noch toe , in haar waterig schoot , voor ons gezigen verschuilen , Medea te achterhaalen , en zo die waereldkloot , vol bosschen , berg , daalen , Hoofdsteeden , stroom , en zeên , zich tegen my aankant , zullen ik haar , door het vuur , dat my van gramschap brand , ontsteek , om Medé tot asch te doen verteeren . Voort , starke wind , voort , en neemd my op uw veeren . Twaalfde tooneel ."
485,"HA , ha , ha , ha , ha , ha ."
486,ik horen Medeaas stem .
487,"ha , ha , ha , ha , ha , ha ."
488,zo zijn zy in de klem .
489,waar zijn myn Vyandin ?
490,in 't hoog van de wolk .
491,"waar zyt gy , in wat oord ?"
492,in 't diep de naare kolk .
493,eerst boven in de lucht ? nu in het helsch Dal .
494,"Medea , die gy zoeken , vertonen zich overal ."
495,"ik zullen u overal , wapenen , tegentreeden ."
496,"Medeaas toverkunst belacht uw moedigheid . wie volgen willen die volgen , ik wyk uit deze Wyk : ik vliegen na boven en beneden te gelyk ."
497,"ik klimmen voort opwaarts , om dit schrikdier na te speuren ."
498,"ik zullen het Aardryk , door myn stampen , op doen scheuren , en ylen , als alcid , naar de Afgrond van de dood , en stappen , vol van moed , in spyt van Charons boot , dwars over al de vloên , van de eeuwig duister oord : hier zullen ik in 't gezicht van Cerbrus , heten op moorden , de helsch poort voort oprammen met myn knots , zo zullen ik , vol van wraak , in de onderaardsche rots , door spooken , ziel , vuur en zwavel vlam streeven . wie overwinnen willen moeten zich in nood begeeven . scheur , Aardryk , scheur van een door 't stampen van myn voet . nu zullen ik haar , want de aard ontsluiten , uit de afgronds Vloed , Geketent sleepen , om aan het grieksch volk te geeven ."
499,"hoe lang , helaas ! zullen noch Medé Korint doen beeven ? ik volgen de vorst , tot een steun voor ongeval . door hulp van het priesterdom behoud men 't lang stal ."
500,Vyfde bedryf . een tooneel .
501,"GY hebben my lang verzoeken dat ik met u zullen daalen in koning Kreons Ryk , hier zyn wy in zyn paalen : en , voor het heele Hof , door ons zorg , bedekken . wat zyn de reeden dat gy my in Grieken trekken ?"
502,"nu Jazon en Kreüz , door de echteband , verëeen , Behooren wy dit paar de zeege te verleenen . de Trouw de grooten dienst tot welsland van de staat ."
503,dit Huuwlyk worden van my op het allerfel haten . want Jazon hebben zyn trouw tot tweemaal toe ontbinden . een die zyn trouw ontbind hebben junoos recht schenden . wie 't recht van het huuwlyk schend verachten de gunst de Goôn . Tweede tooneel .
504,"wat jagen u herwaarts aan , zeggen , Majaas vlug zoon ? ik komen uit Kreons Hof met schrikkelyke zaaak ."
505,"laten hooren wat gy brengen , het zullen ons konnen raaak ."
506,"toen Jazon met Kreüz voor het autaar worden trouwen . ontfing zy op haar hoofd een kroon van louter goud , die haar Medea , door haar voester , doen vereeren : maar deze kroon zijn , door haar toveren en zweeren , vol doodlyk vuur gebragt ; dat op haar hoofd ontsteken : nu vliegen de vlam verwoed in het uitgespannen dak , en knagen , met haar scherp en gloeijen heete tand , de zuil , weltzel , vloêr , en dicht bemaalde wand , tot aan het binnenst toe van de opgesteege muur , om alles in haar balg , vol van verslinden vuur , dat staâg naar voedzel haken , heel gulzig in te zwelgen . de vlam weten staal en kooper te verdelgen . nu hoord men een geschreeuw dat aan de star stuiten . het Burgerkrygshoofd vliegen verbazen , op het moordgeluid , met wapen in de vuist , naar de afgesteege wal , wat vyand willen , roepen hy , korinten overvallen , het vrouwenheir zijn dood , ik staan voor stad en Staat . de wakkerheid behoeden de steeden voor verraad . hier op zien hy het Hof gelyk een branden oven . Hy zoeken Vulkanus door Neptunus uit te dooven . het heele Hof gelijken een eeuwig gloên kolk . de binnentrans zijn vol van allerleije volk , maar het zien geen uitkomst door het overschichtig branden ; het kloppen voor de borst ; het wringen van de hand , het trekken by het hair , noch het weenen doen geen nut . de bron wierde , om te lessen , leeg putten . maar 't Hof hebben door het nat in 't weinig geen hulp genooten : het zijn of zy branden pik in gloeijende oly gooten , doormengen met zwavel , herst , zalpeter en herpuis . de wind blazen , om het koninklyke Huis te schenden , in het vuur , dat alles komen verdeilen . de man schreeuwen , maar om nat maken zeil , maar 't schreeuwen zijn vergeefs , met hebben zich niet verzien . de vrouw schooten toe , om 't vuur het hoofd te biên , de Praalgewaaden , die zy nat van traaan maken : Deez ' bragthaar keurssen , die van held're steenen blaken : zulk een tapyten , vol van beeld , schoon van verf ; een ander sluijer , op het kunstig , van Minerf , vol paerlen borduren , om 't hout van 't dak te omvatten . het parssen van de nood ontzien noch kunst noch schatten . de wolk wierde veel bedekken met rook en stof . toen Phebus zyn gezicht laten daalen op het Hof , ontzetten hy van schrik , zyn luisteren schijnen zinken ; hoe ! durven gy my , roepen hy , met uw verwoed vonk en vlam , bestormen op myn waag van robyn : dat zullen u missen : want ik zullen ' er tegen zyn . een die al de aard verlichten willen zich niet laaten hoonen . wie magtig zijn behoren zyn mogentheid te toonen . Wy lyden gloed noch rieken voor ons Zonneschyn . zo roepen Apollo , en hy vatten een gordyn van duizend wolk , en hy schuiven het voor zyn straalen : hier op zien ik een nacht zo dik en duister daalen , of al de nacht t'zaam vergaderen by een . de duisterheid , die staâg de naaar schrik'lykheên bemantelen met haar kleed , ontdekken hier de naarheid ."
507,in duisternis vertonen de brand de meest klaarheid .
508,het verhaalen van de brand hebben my het hart doorwond .
509,hoe gaan het met al 't volk dat op de transsen staan ?
510,"toen 't vuur de zuil , die de marmre transsen schragen , na lang tegenstand , tot in het hart doorknagen , komen trans en volk gelyk neêrploffen in het vuur : het schijnen dat , met de val van de overzwaaar muur , de Hemelen , verwoed , afgryzelyk ontslooten : en dat Jupyn , als dol , met al zyn Donderklooten , Weerlichten , Blixemen , Olymp en Pelion , twee berg , daar hy het heir de reus meê verwon , om heel korinthen te verdelgen , aan komen vallen . De Huizen , Tempelen , en steigeren Wallen Beweegden , scheuren , en weêrgalmen door de val . laten al de aardbeving , die ooit in het aardsche Dal op stad , Landen , Bosch , op Bergen , en op Vloeden ; met al haar kracht , tot bederf de mensch , woeden , By een verschynen , tot een schrik voor 't algemeen , noch zullen zy al t'zaam zo groot een schrik'lykheên niet baaren , dan het Hof in Kreons ruim schanssen . Deez ' rijzen het hair te berg , door het daalen van de transsen : die worden heel koud van angst als het heete vuur ontsteken ; een ander sluiten het hart door het oopenen van 't dak . veel storte traaan daar zy water moeten scheppen : die staan weer styf van schrik , daar het noodig zijn te reppen : de meest zweegen daar men order geeven moeten . een schichtig onheil maken het gaauw vernust verwoesten . de Menschen zyn verbazen in onverwacht ellende . de gryze koning roepen , omheint van lyfschut bende ; Voort , smyt de wapen , die gy voerd uit uw hand , Wy moeten worstelen met een verwoed brand . de branden zyn niet dan met water uit te dooven . helpen my de Huisgoôn , eer ze in deze gloeijenden oven verbranden , berg , zo ontgaa ik schuld en hoon . al wie het Autaar beschermen verkrygen de gunst de Goôn , de gunst de priester baard een vorstelyk vermoogen . hier zwijgen de Vorst , en zijn in het branden Hof gevloogen , maar 't hoofd worden hem verplet , door 't vallen van een muur , Zyn herssens spatten , rood van bloed , in het blaakend vuur . wie zien dit , zonder zich de hairen uit te trekken ? het vuur dat hem vermoorden moeten hem voor Lykvuur strekken ; Zyn graf zijn bloedig puin , zyn zark een gloên steen . men zien het volk , dat met de transsen naar beneên komen storten in de vlam , zo zwart , als moor , braaad . Deez ' hebben een marm're steen op zyne buik gelaaden , en steken zyn arm , hoofd en beenen rondom uit , Gelyk een Schildpad , die op de overharde huid Van zyne rug neêrvallen , en weêrbied om te keeren . de priester , die Jupyn met offerhand zullen eeren , Wierd zelf in het offer en een dierbaar offerhand ; maar 't Hof zijn het Autaar , en de lesselooze brand het helder offervuur , dat hem ook hebben verslonnen ; de vrouw , die het hart de man overwinnen , door een onzichtbaar vuur , dat uit haar ooog komen , verteerden hier tot asch door eene zichtb're vlam . al wat moorddaadig heet zijn hier by een verscheenen . hier worden ' er een , die in het vallen by zyn beenen blijven hangen aan een haak , roosteren in de gloed : daar steken een hoofd uit puin , begruist van slof en bloed , gints een verpletteren arm , en elders niet dan hand . korinten plag altyd haar dooden te verbranden ; maar 't vuur van 't Hof verbranden die noch in het leeven zyn . die flus verdrinken zijn in Jazons bruilofts wyn , vinden nu geen water om de vlam doof te maaken . geen duizend Etnaas , die haar zwaavel vonk braaak , doormengen met koolen , vlam , pikklooten , asch , en steen , die uit haar schoorsteenkolk , dwars door de wolk heen , Opsteig'ren naar het gestarnen , om 't zonlicht aan te randen , Zyn zo afgryselyk dan 't Hof dat ik zien branden . de heele stad zijn , door de vonk , in gevaar , prins Jazon schijnen ontzind , hy trekken zich zelf by het hair . in deze droef stant hebben ik Korint begeeven ."
511,hoe staan het met Kreüz ?
512,"het vuur braggen haar om het leeven . nu vliegen ik naar Jupyn , om opening te doen . aëtus dochter zullen voor deze wreedheid bloên ."
513,wie brein hebben moeten zyn bloed door reden laaten koelen .
514,"Medea moeten het vuur van Venus gramschap voelen : ik zullen haar van myn zoon doen schieten in het hart , dat zy verlief zullen , tot boete van myn smart , op zo wanschaapen man als immer zijn vinden : maar hy zullen lachchen met haar diep minnewonden ; en de ooog sluiten als zy hem haar borst laten zien ; ja walgen als zy hem haar lip aan komen biên : dit zullen een bitt're spyt in haaar boezem brouwen . de spyt hebben groote kracht op afzetten vrouw . wraken liefde nypen veel feld dan de dood : maar al de spyt zyn , hoe bitter en hoe groot , noch zoet en kleen by die een wakk're vrouw ontmoeten , als haar een misgeboort ' , van lichchaam , hoofd en voet , Zyn wedermin ontzeid , en vinnig tenstreven . ik willen dat zy die hoon , die schand en smaad beleven ."
515,Zy braggen Kreüza voor haar overspel om het leeven .
516,wie het lyf verbeuren behoren men aan 't gerecht te geeven . Zy hebben geen magt tot recht ; die zijn Kreüz vermoorden .
517,"Medea worden ook in Korinten niet verhoren ; haar rechteisch schijnen de Vorst te hoog in top te steig'ren , de rechter plegen geen recht die iemand recht durven weig'ren ; maar die 't boosaardig noemd hebben overwel gezeggen . wie recht weigeren worden gebruiken zyn magt voor recht . dit voorrecht hebben natuur in 't hart van 't volk geschreeven . natuurrecht zijn het stark , het lyd geen tegenstreeven . Dies hebben Medea haar door dwang in 't graf doen gaan . wie kwaad door dwang bedryft worden van de nood geraân ; Deez ' leeren de mensch zich naar de overvallen voegen . de nooddwang kunnen natuur en 't wettig recht vernoegen ."
518,de nood van Jazons bruid hebben my tot wraak getart .
519,"zwyg , zwyg , Stiefdochter , zwyg , ik worden te lang sarren ."
520,"de storm die op zee , doormengen met starke wind , krygsvlooten zwaar van hout en yzerwerk verslinden ; aardbeeving , vol kracht , die de onverwrikber aard doen schudden , en de Steên , dat niet dan onheil baard , tot puin vermorselen ; en 't vuur de bliksemschicht , dat bosschen en gebergen voor haar geweld doen zwichten , Zyn zo afgryslyk niet dan eene Stiefmoêrs haat voor het aangehuuwde kind ."
521,"ik willen geen bitt're smaad , noch bitze woord van de wuft Venus hooren ."
522,"Wy zyn hier in Korint , laten ons het twisten smooren ."
523,dat niets ons meêr beletten te zien in Kreons Hof .
524,"hier komen Kreüza , die door het doodlyk toverstof , de geest gegeeven hebben : wie zucht niet om haar ramp ? de zwart Lykbaar pronken met flikkerende lamp ; men draagd de kop van de stier , hard van huid , en draak en gulde Vlies , al zingen , voor uit . drie tooneel ."
525,"weet gy niet waar Kreüz , myn Ega , zijn geloopen ?"
526,"hier leiden het waarde Lyk , tot deernis van Euroope ."
527,ik willen het zilten in de traaan die ik wenen .
528,"Wy brengen haar na 't vuur , gevolgen van groot en kleen ."
529,"door welk een vuur zullen ik Kreüzaas Lyk verbranden ? op , Onderdaanen , op , met bylen in uw hand , Ontbloot de hoog Olymp van Herkles Populier : en de eedle dafne van Apollos Lauwerier ; ja klimmen op Atlas kruin vol vet pynboom bosschen , vergeten geen Liban ; want de top zyn bewosschen met Cedren zwaar van stam : dit Lyk vereischt veel hout ; beroven arabiën , het heilig wierook woud , het gebomen van scherp kaneel , en diere balzemtak ; men moeten al wat ' er groeid tot aan de grond afhakken , en staapelen op een tot lykrys voor myn bruid ; Gy moeten al de eik van Dodoon , daar het schel geluid Van Jupiter uit klinken , door uw byl doen vallen : dan willen ik dat de zon , in 't heet van het brullen , de Myt ontsteeken zullen van de uitgespanne trans , zo wachten ik uit haar asch een phenix schoon van glans , die al phenix in luisteren zullen verdooven ."
530,ik willen al wat gy willen u by de hand belooven ; Dies maatig uw rouw : wy leeven hier te leen .
531,"ik volgen Kreüza na , met sidderende schreên ."
532,"het Lyk zullen , zo gy volgen , u staâg tot droefheid maanen ."
533,"ik zullen haar gloeijende asch verkoelen met myn traaan , en vormen tot een beeld , dat haar in als gelykt : dan willen ik , naar myn plicht , die voor geen rampspoed wyken , een Autaar uit een boom van geurig Mirt doen houwen , en zetten het heerlyk beeld van de eedel al vrouw , met roozen geperruiken , op 't midden van het Autaar . ik zullen een offerkleed doen weeven van het haar , dat ik al raazen uit myn eigen hoofd zullen ruk kennen , om , als haar tempelpaap , verkroppen van ongeluk , het beeld te naad'ren , met toortslicht in myn hand , en lykcipres op 't hoofd , in zulk een naaar stand Zal my het hart vol vuur , myn gorgelen vol van zuchten en mond vol klagt zyn ."
534,ei ! staken uw ongenucht : uw dapperheid zijn nooit van laffigheid bemorsen .
535,"ik willen een kelk met bloed doen tappen uit myn borst , en met een reegenvlaag van brak traaan mengen ; dit zullen ik op het Autaar aan het beeld te offer brengen , om haar vergramde Schim te paaijen met dit nat ; dan zullen ik knielen , en , door zorg afmatten , Myn aangezicht en borst met nagel open ryten , en driemaal na elkaâr in 't oor van de afgrond kryten : Kreüza , kuisch maagd ! Kreüza , schoone bruid ! Kreüza , wyze vrouw ! uw ongeval komen uit Myn ontrouw ; want Medé braggen u , door my , om het leeven , maar ik hebben deze fout om uwe min bedreeven : Dies zyt gy schuldig om my van die fout te ontslaan . wie dat een schelmstuk om zyn weêrmin hebben doen , hebben niet van die hy mind , maar van een vreemd te lijen ."
536,"laten ons , dit bidden wy , dit Lyk het vuur toe wij . de Doodbusch wacht om de asch op het sierlyk te bekleên ."
537,"Wy moeten heel karpaat , van hard marmersteen , in 't midden van de Zee , met beitel stuk houwen , en van de blok voor haar asch een grafsteê bouwen : laten Indus , Ganges , en al waar de zon eerst blinken , zelf de oceaan , die al de Waereldkloot omringen , hun schat aan 't Graf besteên , eer dat wy hem bespringen . die 't stout noorden dwingen kunnen het moedloos Oosten dwingen . ik zullen Paktool en Taag ontblooten van hun goud , en laaten het Vulkaan , die zich op Lemnos houden , vervormen tot haar schild om voor haar graf te zetten . maar zo de donderen woed om 't wapen te verpletten , zullen ik my wapenen als in Aëtes wyk ."
538,"houden moed , ô prins ! houden moed tot steun van Kreons Ryk ."
539,"wyk , blyde vrolykheid , verzellen van dartelheeden ."
540,wie onheil overkomen moeten luisteren naar reden .
541,"wyk , vrindelyk Gevlei , vol onbestandigheid ."
542,het passen niet dat een prins zyn ongeval beschreid .
543,"wyk , ydel Handgeklap , vriendin van jeugdig oor ."
544,een wyze Vorst behoren altyd na raad te hooren .
545,"wyk , al wat droefheid wyken , of het zullen hier anders gaan ."
546,indien wy wyken blyft het Lyk alleenig staan .
547,"komen , dof droevigheid , die nooit om blydschap lachen ; maar komen , verzelschappen van de erbarmely Klagte ; komen , deerelyk wenen , en jammerlyk Gezucht , komen , mymerende rouw , en kwynende Ongenucht ; komen , troosteloos Misbaar , en Wanhoop , boos van zin ; komen al die myn Kreüz ' , om deugd en glans beminnen , Wy moeten vyf maal om het gewyde graf heen gaan , en vyf maal weenen als elk Lykzang zijn doen , en vyf maal in het hof op 't aanzicht nedervallen , wat gy al t'zaam zullen doen , op dat haar asch zullen brallen , zullen ik alleenig doen : want min hebben my verpligt ."
548,hebben Jazon uittreuren ?
549,vlieg voort uit myn gezicht .
550,"Wy gaan naar het Lykvuur toe , hebben Jazon meêr te zeggen ?"
551,ik stappen voorheen en zullen my eerst op het Lykvuur leggen .
552,"Voort , volgen de droef prins , eer dat hy zich misdoed ."
553,kunnen Juno lyden dat de Bruidegom dus woed ?
554,kunnen Jazon lyden dat medé om hem moeten lyden ? wie and're lijden aan doed verwachten geen goed tyden .
555,"'k bedekken het Aardryk , eer het uw nydigheid verachten ."
556,"Gints zien ik Jupiter op zynen Arentschacht , in een gestarnde Wolk , van boven nederdaalen ; Zyn kroon en blixem zyn vol schitterend straalen ."
557,nu zullen men ons verschil in 't kort geeindigd zien . laat tooneel .
558,"o groot Hoofdvorstin van al die hier gebiên . merkuur hebben my het bedryf van Kreon laaten hoor : dit ongeval zijn hem van het Nootlot lang beschooren . het noodlot staan zo pal gelyk een staaal muur : geen donderen , dol in het woên , noch Blixem , heten van vuur , hebben magt om dit besluit , dat vast staan , op te houwen . Medea zullen noch lang in bosschen , landgebouw , Spelonken , diep in de aard , en berg , steil van kap , al kwynen doolen in een lang ballingschap : noch zullen zy , na verloop van jaaren , aassem haalen . de ramp woeden wel , maar het Nootlot steltze paalen . dit diend de ellendig tot steunzel in hun nood . wie lyd en hooploos zijn verhaast zyn eigen dood . prins Jazon , die van dagen met zyn Kreüz zullen brallen , Gelyk hy met het vlies , zullen , na veel ongeval , Medea , die nu vluchten , ontvangen in genaâ . dan zullen zy meêr vreugd , al komen de blydschap spaâ , genieten , als toen zy voor het Autaar eerst verscheenen . wie stof tot lachchen hebben gedenkt geen meêr om weenen . zo wyken de nacht wanneer de zon zyn poort opdoen . dit zijn hun noodgeheim na lang tegenspoed ; Dies staken uw lasteren , en voegen u na haar wet ."
559,"Myn man en Broêr , ik zullen my tegen 't Lot niet zetten ."
560,ik voeg my na haar wil .
561,ik doen het zelfde meê .
562,'t geheim van 't noodlot zijn een grondelooze Zee .
